1|33.7788|-84.38438|(33.7788, -84.38438)
2|33.71097|-84.39789|(33.71097, -84.39789)
3|33.6903|-84.51114|(33.6903, -84.51114)
4|33.7728|-84.41689|(33.7728, -84.41689)
5|33.77451|-84.40731|(33.77451, -84.40731)
6|33.6663|-84.52075|(33.6663, -84.52075)
7|33.74811|-84.45782|(33.74811, -84.45782)
8|33.75285|-84.47033|(33.75285, -84.47033)
9|33.64083|-84.43197|(33.64083, -84.43197)
10|33.76631|-84.39467|(33.76631, -84.39467)
11|33.80388|-84.41278|(33.80388, -84.41278)
12|33.68143|-84.39669|(33.68143, -84.39669)
13|33.73624|-84.389|(33.73624, -84.389)
14|33.77515|-84.35462|(33.77515, -84.35462)
15|33.7786|-84.38405|(33.7786, -84.38405)
16|33.67852|-84.40052|(33.67852, -84.40052)
17|33.81801|-84.35136|(33.81801, -84.35136)
18|33.76312|-84.38787|(33.76312, -84.38787)
19|33.76245|-84.4793|(33.76245, -84.4793)
20|33.76332|-84.41018|(33.76332, -84.41018)
21|33.69504|-84.39258|(33.69504, -84.39258)
22|33.75188|-84.49244|(33.75188, -84.49244)
23|33.78308|-84.45882|(33.78308, -84.45882)
24|33.76365|-84.37139|(33.76365, -84.37139)
25|33.76474|-84.3648|(33.76474, -84.3648)
26|33.72734|-84.39109|(33.72734, -84.39109)
27|33.69499|-84.39088|(33.69499, -84.39088)
28|33.7969|-84.4021|(33.7969, -84.4021)
29|33.75114|-84.3378|(33.75114, -84.3378)
30|33.75605|-84.34813|(33.75605, -84.34813)
31|33.7292|-84.38444|(33.7292, -84.38444)
32|33.78395|-84.40362|(33.78395, -84.40362)
33|33.76598|-84.42068|(33.76598, -84.42068)
34|33.82487|-84.37825|(33.82487, -84.37825)
35|33.71987|-84.38667|(33.71987, -84.38667)
36|33.69051|-84.52645|(33.69051, -84.52645)
37|33.79214|-84.44947|(33.79214, -84.44947)
38|33.73645|-84.34349|(33.73645, -84.34349)
39|33.78073|-84.42808|(33.78073, -84.42808)
40|33.78433|-84.40489|(33.78433, -84.40489)
41|33.75013|-84.46054|(33.75013, -84.46054)
42|33.73534|-84.44089|(33.73534, -84.44089)
43|33.72509|-84.40765|(33.72509, -84.40765)
44|33.74683|-84.36583|(33.74683, -84.36583)
45|33.75674|-84.34619|(33.75674, -84.34619)
46|33.7157|-84.3863|(33.7157, -84.3863)
47|33.71136|-84.38298|(33.71136, -84.38298)
48|33.82307|-84.38757|(33.82307, -84.38757)
49|33.75196|-84.45239|(33.75196, -84.45239)
50|33.79009|-84.38789|(33.79009, -84.38789)
51|33.78528|-84.4027|(33.78528, -84.4027)
52|33.74889|-84.39342|(33.74889, -84.39342)
53|33.73807|-84.41811|(33.73807, -84.41811)
54|33.81347|-84.39228|(33.81347, -84.39228)
55|33.73396|-84.40177|(33.73396, -84.40177)
56|33.74834|-84.42656|(33.74834, -84.42656)
57|33.80887|-84.43622|(33.80887, -84.43622)
58|33.79318|-84.38668|(33.79318, -84.38668)
59|33.74741|-84.32628|(33.74741, -84.32628)
60|33.73073|-84.40648|(33.73073, -84.40648)
61|33.70859|-84.45117|(33.70859, -84.45117)
62|33.70649|-84.48782|(33.70649, -84.48782)
63|33.84676|-84.36212|(33.84676, -84.36212)
64|33.81274|-84.36659|(33.81274, -84.36659)
65|33.75028|-84.51657|(33.75028, -84.51657)
66|33.76722|-84.43255|(33.76722, -84.43255)
67|33.75059|-84.4189|(33.75059, -84.4189)
68|33.78099|-84.38298|(33.78099, -84.38298)
69|33.75063|-84.39483|(33.75063, -84.39483)
70|33.78179|-84.37941|(33.78179, -84.37941)
71|33.66515|-84.37423|(33.66515, -84.37423)
72|33.76871|-84.37308|(33.76871, -84.37308)
73|33.74005|-84.40649|(33.74005, -84.40649)
74|33.78514|-84.41978|(33.78514, -84.41978)
75|33.75587|-84.49251|(33.75587, -84.49251)
76|33.75957|-84.34602|(33.75957, -84.34602)
77|33.70731|-84.39674|(33.70731, -84.39674)
78|33.752|-84.341|(33.752, -84.341)
79|33.84413|-84.37409|(33.84413, -84.37409)
80|33.8201|-84.36481|(33.8201, -84.36481)
81|33.73065|-84.38805|(33.73065, -84.38805)
82|33.67953|-84.37899|(33.67953, -84.37899)
83|33.85011|-84.34852|(33.85011, -84.34852)
84|33.73121|-84.43909|(33.73121, -84.43909)
85|33.6509|-84.35816|(33.6509, -84.35816)
86|33.75174|-84.46014|(33.75174, -84.46014)
87|33.76001|-84.41428|(33.76001, -84.41428)
88|33.72905|-84.48519|(33.72905, -84.48519)
89|33.75219|-84.46878|(33.75219, -84.46878)
90|33.76863|-84.38748|(33.76863, -84.38748)
91|33.75281|-84.39197|(33.75281, -84.39197)
92|33.77626|-84.47439|(33.77626, -84.47439)
93|33.76393|-84.45384|(33.76393, -84.45384)
94|33.81146|-84.47229|(33.81146, -84.47229)
95|33.77725|-84.46072|(33.77725, -84.46072)
96|33.85302|-84.36278|(33.85302, -84.36278)
97|33.75343|-84.39312|(33.75343, -84.39312)
98|33.68677|-84.49773|(33.68677, -84.49773)
99|33.77545|-84.46678|(33.77545, -84.46678)
100|33.79216|-84.36886|(33.79216, -84.36886)
101|33.75622|-84.32497|(33.75622, -84.32497)
102|33.79988|-84.47023|(33.79988, -84.47023)
103|33.67704|-84.40554|(33.67704, -84.40554)
104|33.75831|-84.34638|(33.75831, -84.34638)
105|33.74182|-84.3346|(33.74182, -84.3346)
106|33.76394|-84.4145|(33.76394, -84.4145)
107|33.68113|-84.38502|(33.68113, -84.38502)
108|33.70775|-84.3555|(33.70775, -84.3555)
109|33.76632|-84.34892|(33.76632, -84.34892)
110|33.83715|-84.37931|(33.83715, -84.37931)
111|33.7451|-84.50858|(33.7451, -84.50858)
112|33.80857|-84.41251|(33.80857, -84.41251)
113|33.75413|-84.52038|(33.75413, -84.52038)
114|33.76813|-84.34952|(33.76813, -84.34952)
115|33.75199|-84.39024|(33.75199, -84.39024)
116|33.77714|-84.45116|(33.77714, -84.45116)
117|33.71899|-84.37047|(33.71899, -84.37047)
118|33.80083|-84.43539|(33.80083, -84.43539)
119|33.70713|-84.45568|(33.70713, -84.45568)
120|33.67813|-84.51848|(33.67813, -84.51848)
121|33.75084|-84.34437|(33.75084, -84.34437)
122|33.85053|-84.37874|(33.85053, -84.37874)
123|33.73686|-84.39583|(33.73686, -84.39583)
124|33.75946|-84.35163|(33.75946, -84.35163)
125|33.75135|-84.40901|(33.75135, -84.40901)
126|33.77397|-84.40939|(33.77397, -84.40939)
127|33.71201|-84.4002|(33.71201, -84.4002)
128|33.66364|-84.38018|(33.66364, -84.38018)
129|33.76882|-84.41942|(33.76882, -84.41942)
130|33.75317|-84.47969|(33.75317, -84.47969)
131|33.76124|-84.36391|(33.76124, -84.36391)
132|33.78258|-84.40456|(33.78258, -84.40456)
133|33.74116|-84.39741|(33.74116, -84.39741)
134|33.69053|-84.35136|(33.69053, -84.35136)
135|33.70185|-84.35771|(33.70185, -84.35771)
136|33.8433|-84.35947|(33.8433, -84.35947)
137|33.76807|-84.39107|(33.76807, -84.39107)
138|33.71965|-84.42687|(33.71965, -84.42687)
139|33.77507|-84.46814|(33.77507, -84.46814)
140|33.76116|-84.36047|(33.76116, -84.36047)
141|33.67268|-84.38507|(33.67268, -84.38507)
142|33.74437|-84.47213|(33.74437, -84.47213)
143|33.78431|-84.38307|(33.78431, -84.38307)
144|33.71915|-84.37533|(33.71915, -84.37533)
145|33.65874|-84.35192|(33.65874, -84.35192)
146|33.79375|-84.35769|(33.79375, -84.35769)
147|33.7831|-84.40408|(33.7831, -84.40408)
148|33.72559|-84.4636|(33.72559, -84.4636)
149|33.64883|-84.36584|(33.64883, -84.36584)
150|33.82598|-84.36335|(33.82598, -84.36335)
151|33.73364|-84.50386|(33.73364, -84.50386)
152|33.74676|-84.35595|(33.74676, -84.35595)
153|33.75902|-84.3312|(33.75902, -84.3312)
154|33.77328|-84.40956|(33.77328, -84.40956)
155|33.71369|-84.50282|(33.71369, -84.50282)
156|33.83399|-84.3841|(33.83399, -84.3841)
157|33.6929|-84.4067|(33.6929, -84.4067)
158|33.83791|-84.37392|(33.83791, -84.37392)
159|33.71841|-84.53414|(33.71841, -84.53414)
160|33.74703|-84.38116|(33.74703, -84.38116)
161|33.77813|-84.38445|(33.77813, -84.38445)
162|33.74509|-84.31423|(33.74509, -84.31423)
163|33.78325|-84.38462|(33.78325, -84.38462)
164|33.77565|-84.36297|(33.77565, -84.36297)
165|33.68348|-84.48734|(33.68348, -84.48734)
166|33.73592|-84.41564|(33.73592, -84.41564)
167|33.71724|-84.42107|(33.71724, -84.42107)
168|33.74778|-84.33847|(33.74778, -84.33847)
169|33.75119|-84.38996|(33.75119, -84.38996)
170|33.6692|-84.39108|(33.6692, -84.39108)
171|33.82522|-84.35849|(33.82522, -84.35849)
172|33.75409|-84.37991|(33.75409, -84.37991)
173|33.75807|-84.40781|(33.75807, -84.40781)
174|33.75642|-84.34973|(33.75642, -84.34973)
175|33.75546|-84.33644|(33.75546, -84.33644)
176|33.73298|-84.43712|(33.73298, -84.43712)
177|33.78272|-84.38773|(33.78272, -84.38773)
178|33.75232|-84.5183|(33.75232, -84.5183)
179|33.68387|-84.50204|(33.68387, -84.50204)
180|33.76685|-84.36242|(33.76685, -84.36242)
181|33.70939|-84.44964|(33.70939, -84.44964)
182|33.74774|-84.32665|(33.74774, -84.32665)
183|33.75087|-84.40536|(33.75087, -84.40536)
184|33.7526|-84.46294|(33.7526, -84.46294)
185|33.71449|-84.39138|(33.71449, -84.39138)
186|33.75717|-84.52014|(33.75717, -84.52014)
187|33.77159|-84.37267|(33.77159, -84.37267)
188|33.73552|-84.40071|(33.73552, -84.40071)
189|33.72476|-84.42496|(33.72476, -84.42496)
190|33.76158|-84.38496|(33.76158, -84.38496)
191|33.7538|-84.493|(33.7538, -84.493)
192|33.74523|-84.38483|(33.74523, -84.38483)
193|33.81358|-84.38955|(33.81358, -84.38955)
194|33.73923|-84.38534|(33.73923, -84.38534)
195|33.74332|-84.43844|(33.74332, -84.43844)
196|33.75532|-84.48624|(33.75532, -84.48624)
197|33.71894|-84.43953|(33.71894, -84.43953)
198|33.77374|-84.37779|(33.77374, -84.37779)
199|33.72565|-84.36575|(33.72565, -84.36575)
200|33.76101|-84.37345|(33.76101, -84.37345)
201|33.77577|-84.37756|(33.77577, -84.37756)
202|33.76956|-84.41476|(33.76956, -84.41476)
203|33.71477|-84.41856|(33.71477, -84.41856)
204|33.75275|-84.37186|(33.75275, -84.37186)
205|33.77344|-84.51069|(33.77344, -84.51069)
206|33.66652|-84.49528|(33.66652, -84.49528)
207|33.7594|-84.33645|(33.7594, -84.33645)
208|33.80595|-84.46416|(33.80595, -84.46416)
209|33.75465|-84.3134|(33.75465, -84.3134)
210|33.8169|-84.35208|(33.8169, -84.35208)
211|33.73872|-84.38417|(33.73872, -84.38417)
212|33.78931|-84.46981|(33.78931, -84.46981)
213|33.67892|-84.39898|(33.67892, -84.39898)
214|33.75903|-84.38906|(33.75903, -84.38906)
215|33.75554|-84.38025|(33.75554, -84.38025)
216|33.81491|-84.3502|(33.81491, -84.3502)
217|33.67253|-84.39208|(33.67253, -84.39208)
218|33.68379|-84.40722|(33.68379, -84.40722)
219|33.74057|-84.4168|(33.74057, -84.4168)
220|33.70617|-84.50018|(33.70617, -84.50018)
221|33.78026|-84.38425|(33.78026, -84.38425)
222|33.76029|-84.38207|(33.76029, -84.38207)
223|33.70027|-84.47905|(33.70027, -84.47905)
224|33.70423|-84.37898|(33.70423, -84.37898)
225|33.75161|-84.39297|(33.75161, -84.39297)
226|33.84075|-84.36979|(33.84075, -84.36979)
227|33.6746|-84.3782|(33.6746, -84.3782)
228|33.76486|-84.45174|(33.76486, -84.45174)
229|33.73573|-84.3711|(33.73573, -84.3711)
230|33.75737|-84.34208|(33.75737, -84.34208)
231|33.70298|-84.53979|(33.70298, -84.53979)
232|33.7651|-84.33365|(33.7651, -84.33365)
233|33.80931|-84.36303|(33.80931, -84.36303)
234|33.78485|-84.38599|(33.78485, -84.38599)
235|33.75447|-84.37183|(33.75447, -84.37183)
236|33.778|-84.38424|(33.778, -84.38424)
237|33.78495|-84.36737|(33.78495, -84.36737)
238|33.78252|-84.40513|(33.78252, -84.40513)
239|33.74985|-84.39389|(33.74985, -84.39389)
240|33.77248|-84.37857|(33.77248, -84.37857)
241|33.7527|-84.39126|(33.7527, -84.39126)
242|33.70069|-84.38132|(33.70069, -84.38132)
243|33.87728|-84.37949|(33.87728, -84.37949)
244|33.82323|-84.36876|(33.82323, -84.36876)
245|33.81799|-84.46122|(33.81799, -84.46122)
246|33.69981|-84.4184|(33.69981, -84.4184)
247|33.71381|-84.43716|(33.71381, -84.43716)
248|33.74893|-84.51508|(33.74893, -84.51508)
249|33.8123|-84.36382|(33.8123, -84.36382)
250|33.70545|-84.45447|(33.70545, -84.45447)
251|33.75253|-84.38836|(33.75253, -84.38836)
252|33.75347|-84.41755|(33.75347, -84.41755)
253|33.68778|-84.37955|(33.68778, -84.37955)
254|33.70837|-84.36007|(33.70837, -84.36007)
255|33.75022|-84.39372|(33.75022, -84.39372)
256|33.77073|-84.3645|(33.77073, -84.3645)
257|33.78249|-84.40587|(33.78249, -84.40587)
258|33.84911|-84.37075|(33.84911, -84.37075)
259|33.72356|-84.39611|(33.72356, -84.39611)
260|33.77066|-84.37225|(33.77066, -84.37225)
261|33.69526|-84.53435|(33.69526, -84.53435)
262|33.7697|-84.40508|(33.7697, -84.40508)
263|33.78652|-84.49013|(33.78652, -84.49013)
264|33.75371|-84.39027|(33.75371, -84.39027)
265|33.79403|-84.48931|(33.79403, -84.48931)
266|33.75281|-84.391|(33.75281, -84.391)
267|33.77672|-84.47487|(33.77672, -84.47487)
